-0.109211,0.048367,0.082036,-0.147868,-0.110459,-0.014208,-0.061371,-0.101177,0.183372,-0.083957,0.191504,-0.026345,-0.282516,0.007983,-0.017847,0.162949,-0.202086,-0.063598,-0.053841,-0.064219,-0.034949,0.115915,0.126181,0.047902,-0.136797,-0.35921,-0.16003,-0.159065,-0.026788,-0.039753,0.025488,0.063908,-0.15807,-0.011538,0.098663,0.105355,-0.120281,-0.176755,0.201855,0.038483,-0.112341,-0.102062,0.055501,0.20922,0.160547,-0.040428,0.067418,-0.057958,0.174871,-0.318201,0.048915,0.110359,-0.000931,0.103617,0.116411,-0.127386,0.087072,0.205452,-0.228709,0.082654,0.057699,-0.096249,-0.011781,-0.012839,0.259759,0.168512,-0.171311,-0.12014,0.184503,-0.114578,0.018544,0.109397,-0.160744,-0.196872,-0.183407,-0.016006,0.428506,0.103405,-0.085004,-0.021975,-0.145036,-0.060748,-0.018569,0.099211,-0.006418,-0.038097,-0.07222,0.050886,0.26401,-0.076712,-0.008337,0.315859,-0.022491,0.069475,0.027878,0.034736,-0.10818,-0.074418,-0.083251,0.035865,-0.052316,-0.113836,-0.052923,0.065469,-0.149842,0.152945,0.004267,-0.057535,-0.059071,-0.103496,-0.103485,-0.009456,0.192034,-0.295325,0.208641,0.13346,0.036309,0.188942,-0.028922,0.043157,-0.010671,-0.105783,-0.120299,-0.073285,0.036938,0.009583,-0.027338,-0.006573,?,F,11,4 to 12,N
-0.134521,0.053599,0.003851,-0.135659,-0.131315,-0.012052,-0.052776,-0.054606,0.15248,-0.163974,0.18978,-0.028663,-0.224001,-0.006453,-0.038052,0.209597,-0.110563,-0.149889,-0.086817,-0.052015,0.04727,0.115348,-0.090992,0.094659,-0.083634,-0.327519,-0.08164,-0.084091,-0.026718,-0.083611,0.017936,0.178518,-0.134185,-0.00654,0.050732,0.124803,-0.053147,-0.057308,0.168205,0.079041,-0.166348,-0.0168,0.062646,0.298784,0.089501,0.025802,0.033776,-0.047077,0.084669,-0.243722,-0.001451,0.137037,0.065193,0.144167,0.04832,-0.155187,0.12928,0.104354,-0.291613,0.066339,0.042526,-0.204094,-0.038138,-0.076697,0.283182,0.122971,-0.112641,-0.138886,0.215719,-0.145665,-0.123986,0.028388,-0.140246,-0.143651,-0.261359,0.031313,0.350745,0.197397,-0.161889,0.072507,-0.011744,-0.069795,0.071484,0.117244,0.010319,-0.093645,-0.033533,0.001671,0.222898,0.016346,-0.015304,0.198876,0.032031,0.002702,0.020349,0.01651,-0.081026,-0.052704,-0.066211,0.015599,-0.084273,-0.108215,-0.046117,0.107295,-0.13534,0.217778,-0.014495,-0.032506,-0.081739,0.060981,-0.087924,-0.035348,0.11872,-0.219375,0.247547,0.175521,0.079089,0.166732,0.038034,0.10732,-0.026924,-0.063191,-0.20912,-0.143209,0.104767,-0.026973,0.032616,0.05996,?,F,7,4 to 12,N
-0.07217,0.081345,0.088498,-0.069408,-0.132645,0.043615,-0.074447,-0.098069,0.103849,-0.050605,0.136164,-0.000109,-0.325788,0.060081,0.033724,0.14242,-0.214645,-0.048318,-0.102121,-0.085917,0.003324,0.057678,0.047627,0.015336,-0.153255,-0.325177,-0.09218,-0.115423,0.030374,-0.089195,-0.051286,-0.072321,-0.159463,-0.064663,0.050116,0.044524,-0.04053,-0.057913,0.151476,0.039761,-0.107971,0.05182,0.023997,0.20223,0.168726,0.120395,0.077656,-0.07876,0.117883,-0.241575,0.097295,0.115317,0.082666,0.053712,0.094971,-0.192693,-0.00976,0.152531,-0.155082,0.176709,0.098778,-0.066484,-0.008819,-0.026822,0.200686,0.090073,-0.090101,-0.142927,0.196836,-0.09665,-0.110085,-0.081431,-0.140672,-0.140395,-0.253844,0.020991,0.336598,0.125478,-0.280334,-0.020645,-0.05638,-0.01052,0.044794,0.096523,-0.007369,-0.050687,-0.066924,0.019146,0.1977,-0.082225,0.038514,0.23123,0.018328,0.018876,0.060293,0.040541,-0.22027,-0.03459,-0.141293,-0.073747,0.064975,-0.067992,0.033902,0.151046,-0.174689,0.222339,-0.058935,-0.081393,-0.022254,0.037608,-0.081208,-0.044419,0.223442,-0.175923,0.26247,0.268533,-0.024388,0.099173,0.003376,0.09719,0.030181,0.126965,-0.18372,-0.152955,0.000848,-0.052672,-0.007108,0.064183,?,M,11,4 to 12,N
-0.035056,0.011356,0.000479,0.022086,-0.129768,0.076642,0.01145,-0.118736,0.107106,-0.09652,0.333379,-0.064587,-0.273634,-0.099344,-0.008329,0.098703,-0.141573,-0.080512,-0.117858,-0.008189,0.055379,-0.035491,0.026255,-0.016164,-0.188828,-0.404082,-0.133252,-0.060253,0.04778,-0.148402,-0.017724,0.116601,-0.129068,-0.068468,0.06316,0.040504,-0.048811,-0.066838,0.16505,0.015408,-0.230951,0.016357,0.021526,0.287867,0.135515,0.050809,0.011281,-0.028743,0.117669,-0.215752,0.058522,0.124675,0.153453,0.029497,0.143782,-0.115859,-0.001873,0.156243,-0.156404,-0.023159,0.045068,-0.062933,0.05708,-0.121987,0.136654,0.076121,-0.081801,-0.098108,0.162418,-0.092039,-0.029796,0.044582,-0.14162,-0.238896,-0.270747,0.034399,0.427248,0.174902,-0.218024,-0.020193,0.010068,-0.018067,0.100275,0.055865,-0.04904,0.047289,-0.084713,-0.013791,0.188677,-0.035896,-0.046425,0.203902,-0.0322,-0.028234,0.144606,-0.036335,-0.104176,-0.015246,-0.159451,-0.006646,-0.030292,-0.140578,-0.01066,0.062091,-0.150776,0.190991,-0.004889,-0.026977,-0.041813,-0.044046,-0.102618,0.047142,0.141058,-0.357134,0.158744,0.155808,0.056434,0.166344,0.062452,0.028298,-0.039416,-0.003732,-0.15157,-0.143678,0.080603,-0.074414,0.046969,-0.060605,?,M,12,4 to 12,N
-0.146498,0.101134,0.104728,-0.118415,-0.140594,0.008346,-0.030506,-0.100498,0.231379,-0.15403,0.16564,-0.053328,-0.304834,0.020321,-0.12823,0.145105,-0.098427,-0.153419,0.043877,-0.104937,0.164367,0.025012,0.046332,0.0924,-0.243054,-0.293135,-0.147253,-0.03965,-0.055025,-0.127701,0.013112,0.138253,-0.125488,0.060208,-0.042683,0.182516,-0.05251,-0.133829,0.163207,0.095897,-0.236397,-0.055303,0.05208,0.268282,0.200675,0.009588,0.063747,-0.099542,0.176364,-0.238899,0.067467,0.236089,0.081027,0.054491,0.170475,-0.124654,0.052676,0.185231,-0.168733,-0.010352,0.077801,-0.075071,0.025543,-0.114649,0.141292,0.11887,-0.091128,-0.106272,0.316992,-0.127039,-0.097408,0.152038,-0.164085,-0.214106,-0.182939,0.04664,0.319672,0.218766,-0.001492,0.123153,-0.046431,0.004962,-0.039835,0.131243,-0.053291,0.031956,-0.093144,0.052328,0.16789,-0.024939,0.036873,0.277728,0.023044,-0.01018,0.014254,0.047051,-0.188937,0.08432,-0.095217,-0.043433,0.035198,-0.090916,-0.002879,0.076674,-0.235923,0.155654,-0.072582,-0.031331,-0.103145,-0.10518,-0.064435,0.099285,0.129942,-0.331287,0.108171,0.123411,-0.011208,0.148325,0.097768,0.092336,0.054881,-0.183475,-0.165353,-0.076754,0.081245,-0.080925,-0.028459,0.044695,?,F,12,4 to 12,N
-0.14434,0.089438,0.070235,-0.135879,-0.091548,-0.031065,-0.028595,-0.030345,0.153197,-0.064176,0.172273,-0.076405,-0.315147,0.012116,-0.054292,0.231132,-0.21709,-0.138127,-0.034857,-0.087548,0.117379,0.067652,-0.051645,0.16701,-0.152911,-0.298288,-0.091799,-0.037921,0.009441,-0.109468,0.021897,0.057708,-0.158008,-0.000621,0.078496,0.177265,0.018308,-0.134351,0.150192,0.164456,-0.22764,0.004153,0.074333,0.294821,0.247699,0.01156,0.01165,-0.100807,0.202829,-0.301814,0.013519,0.18224,0.030767,0.099701,0.096822,-0.159195,0.055261,0.237559,-0.280909,0.034119,0.048119,-0.103659,0.033453,-0.061501,0.131848,0.102179,-0.170489,-0.165757,0.228062,-0.181587,-0.093421,0.150424,-0.106627,-0.147933,-0.319711,0.033119,0.409666,0.200913,-0.158535,0.021401,-0.016956,-0.009066,0.074283,0.183996,-0.018167,0.011821,-0.105237,-0.000444,0.165692,0.090497,0.002524,0.315197,0.027075,0.049237,0.066851,0.138158,-0.191711,-0.092127,-0.154568,-0.155866,-0.049118,-0.020805,0.001441,0.139613,-0.160191,0.181077,-0.046378,-0.025663,-0.15066,-0.023136,-0.005406,0.068505,0.116238,-0.267917,0.098317,0.183273,0.007724,0.073799,0.064683,0.025902,-0.029123,-0.160196,-0.123042,-0.072029,0.01131,-0.05064,0.0664,-0.035159,?,F,10,4 to 12,N
-0.047282,-0.025894,0.047047,-0.020581,-0.125194,0.020802,0.022937,-0.021642,0.123206,-0.032677,0.258023,-0.047295,-0.34786,-0.002915,-0.010633,0.182539,-0.094883,-0.104572,-0.121969,0.021186,-0.083694,0.032525,0.026662,0.071719,-0.06622,-0.304907,-0.033827,-0.127592,0.00171,-0.061868,-0.030662,0.054981,-0.110923,-0.028292,0.056686,0.07738,-0.13342,-0.080512,0.193111,0.069677,-0.232224,0.037296,-0.01882,0.284555,0.196427,0.025715,0.025436,-0.067693,0.065563,-0.385869,0.091244,0.072229,0.157673,0.027812,0.053457,-0.116253,-0.0163,0.176124,-0.281839,0.122681,0.061565,-0.032493,0.049684,-0.082328,0.215925,0.101476,-0.181461,-0.080234,0.123942,-0.229975,-0.062999,0.11737,-0.059745,-0.256091,-0.281521,0.070091,0.41013,0.1752,-0.157077,-0.047073,-0.055208,-0.07335,0.00835,0.056918,-0.008006,-0.091948,-0.105664,-0.073174,0.248485,-0.086551,-0.003043,0.298068,0.008926,-0.022216,-0.000315,0.04554,-0.030275,-0.030791,-0.120662,-0.028117,-0.099444,-0.113363,0.037079,-0.002679,-0.166474,0.141543,-0.025667,-0.047474,0.034456,-0.002105,-0.14124,-0.056258,0.213929,-0.310362,0.178983,0.175394,0.167159,0.080004,0.056373,-0.003207,0.018769,-0.055846,-0.13101,-0.072963,0.05845,-0.041626,0.043004,0.066094,?,F,11,4 to 12,N
-0.116771,0.047056,0.15594,-0.076429,-0.097221,0.013841,-0.026617,-0.12664,0.175045,-0.061134,0.133063,-0.105881,-0.214528,-0.013382,-0.071235,0.164071,-0.152029,-0.166526,-0.067851,-0.017,0.039827,0.072024,0.013699,-0.015145,-0.129305,-0.330438,-0.066541,-0.047567,-0.053725,-0.075478,0.015562,0.101011,-0.216129,-0.020697,0.024764,0.137925,-0.057158,-0.131949,0.187033,0.014466,-0.203984,-0.021091,0.118673,0.18396,0.22352,-0.031996,-0.010435,-0.063197,0.111426,-0.267383,-0.045211,0.192664,0.059452,0.106905,0.083246,-0.19219,0.045109,0.150214,-0.164712,0.089835,0.027302,-0.137133,0.012747,0.009651,0.12386,0.090792,-0.050639,-0.164002,0.233771,-0.056544,-0.05107,0.018172,-0.139912,-0.214531,-0.214986,-0.006572,0.355539,0.027004,-0.227902,0.053541,-0.065176,-0.011445,0.006175,0.060861,0.00439,-0.056159,-0.131156,-0.021537,0.232925,-0.051789,0.034353,0.199919,-0.01749,-0.079379,0.057812,0.070551,-0.109353,0.099999,-0.197962,-0.025605,0.036556,-0.14865,-0.020009,0.104914,-0.21193,0.142062,0.02288,-0.076326,-0.059037,-0.072382,-0.077336,0.050624,0.200452,-0.231151,0.258722,0.193093,-0.031266,0.212859,0.062281,0.138445,0.044838,0.00878,-0.095807,-0.132066,-0.020626,0.060285,-0.056134,0.104535,?,F,12,4 to 12,N
-0.105548,0.157324,0.112351,-0.057605,-0.136355,-0.011922,-0.001137,-0.034941,0.189311,0.00759,0.24388,-0.026751,-0.28656,-0.05869,-0.004678,0.091476,-0.179962,-0.085784,-0.040243,-0.074487,0.136212,0.052359,0.012958,-0.000446,-0.273938,-0.374637,-0.07329,-0.084052,0.080131,-0.083032,0.102591,-0.006068,-0.155125,-0.018868,-0.024045,0.11873,-0.0248,-0.093834,0.184552,0.006324,-0.20495,0.034916,-0.036878,0.306133,0.16144,-0.048945,0.124212,-0.050254,0.13879,-0.215356,0.146065,0.183402,0.079976,0.050317,0.118346,-0.141692,-0.020349,0.307984,-0.264554,0.059824,0.117449,0.013267,0.025114,-0.054573,0.127841,0.08446,-0.157704,-0.106756,0.141411,-0.132831,-0.0068,0.043223,-0.131951,-0.145398,-0.351719,0.087843,0.366892,0.060503,-0.213401,-0.045496,-0.09174,0.045874,0.063606,0.022912,-0.077888,-0.016595,-0.166627,0.034963,0.156625,0.012547,0.0145,0.28561,0.066653,-0.080234,0.046101,0.106517,-0.189213,-0.032265,-0.037099,0.028942,0.037006,-0.174506,-0.039465,0.104102,-0.251936,0.239023,0.02815,0.0222,-0.03824,-0.061236,-0.083692,-0.00223,0.224871,-0.283839,0.16495,0.157191,-0.017197,0.190244,0.044498,0.046584,-0.063653,-0.047302,-0.119855,-0.05028,-0.048475,-0.06444,0.010489,0.064334,?,M,4,4 to 12,N
-0.106128,0.056956,0.033882,-0.074265,-0.161258,-0.058686,0.087242,-0.08576,0.208752,-0.05044,0.17235,-0.122001,-0.286152,-0.050365,0.000007,0.190959,-0.258713,-0.108029,-0.071421,-0.062316,0.099487,0.085176,0.077597,0.172651,-0.178463,-0.30187,0.031511,-0.169788,0.041363,-0.1201,0.072344,0.153878,-0.160123,-0.043597,0.070892,0.133953,-0.099379,-0.156958,0.25247,0.051145,-0.204979,-0.093021,-0.020533,0.24073,0.191564,-0.050678,0.061969,-0.120845,0.17604,-0.395199,-0.058082,0.166724,-0.079903,0.03217,0.130272,-0.205327,0.039998,0.071027,-0.251013,0.045509,0.085371,-0.090477,-0.022382,-0.077011,0.152992,0.028254,-0.099938,-0.113122,0.190393,-0.179395,-0.069739,0.169138,-0.069071,-0.213792,-0.197218,-0.031661,0.428656,0.137997,-0.136017,0.027794,-0.076743,-0.016509,0.062577,0.110751,0.021828,0.00685,-0.113404,0.057153,0.140991,-0.083035,0.017871,0.32327,0.02903,-0.024295,0.080831,-0.003784,-0.125783,0.056066,-0.118704,-0.026312,0.109923,-0.098992,0.046324,0.03429,-0.16731,0.153178,-0.067716,-0.080247,-0.060444,-0.130637,-0.166739,0.078505,0.205451,-0.282863,0.211892,0.158549,0.00072,0.166006,0.018418,0.054209,0.004654,-0.06126,-0.10516,-0.073706,0.067993,-0.001524,-0.024026,-0.059439,?,F,12,4 to 12,N
