Quentin Tarantino,1,M,-0.183488,0.066002,0.155747,-0.083654,-0.075784,-0.092261,-0.003841,-0.112318,0.116267,-0.088595,0.141753,-0.072589,-0.262450,0.059988,-0.121679,0.184824,-0.129928,-0.153047,-0.125993,-0.131393,0.023831,0.102096,-0.028473,0.047429,-0.127035,-0.238708,-0.083896,-0.041037,-0.018949,0.009170,0.032536,0.157533,-0.141085,0.017812,0.068401,0.170105,0.030105,-0.041399,0.253858,0.011090,-0.230546,0.023552,0.198966,0.320234,0.189724,0.008034,0.031352,-0.097158,0.178787,-0.309943,0.000620,0.172229,0.119865,0.127681,0.056619,-0.282480,0.083041,0.106867,-0.213250,0.049024,0.053850,-0.175749,0.002016,-0.050574,0.238337,0.130635,-0.139075,-0.168192,0.235374,-0.214446,-0.010787,0.149353,-0.129821,-0.083630,-0.305916,-0.034822,0.400828,0.087926,-0.145306,0.076139,-0.113407,-0.014488,0.015445,0.123494,-0.082045,0.020241,-0.113433,-0.023682,0.282620,-0.027634,0.020589,0.209150,0.116277,-0.009576,0.018171,0.075676,-0.162222,-0.087474,-0.141760,0.012501,-0.103403,-0.102171,0.005531,0.088304,-0.255692,0.210992,-0.032906,-0.043454,-0.137295,-0.020459,0.026926,0.029534,0.178564,-0.256972,0.153141,0.168935,-0.028036,0.177765,0.042048,0.121980,-0.059001,-0.013887,-0.102488,-0.099797,0.012812,-0.085078,0.043073,0.102004
Quentin Tarantino,1,M,-0.178967,0.059070,0.034718,-0.103648,-0.199526,-0.088570,-0.038357,-0.087130,0.056022,-0.042578,0.122160,-0.067869,-0.239163,-0.072540,0.063157,0.120749,-0.111959,-0.093159,-0.105009,-0.154858,-0.058842,0.100260,0.021695,0.028990,-0.136936,-0.221550,-0.084743,-0.024378,0.028916,-0.112856,0.037649,0.096896,-0.199884,-0.062179,0.020514,0.060240,-0.068103,-0.096196,0.197978,0.026970,-0.143115,0.003295,0.070180,0.256863,0.242490,-0.062862,-0.001304,-0.008923,0.100880,-0.233282,0.094851,0.157233,0.054379,0.007690,0.059869,-0.102727,-0.039420,0.209009,-0.130025,0.022121,0.120165,-0.051015,-0.083441,-0.091343,0.168955,0.150884,-0.102401,-0.124839,0.166417,-0.098670,-0.117161,0.001852,-0.133751,-0.078013,-0.313315,0.067355,0.248123,0.096441,-0.171215,-0.005515,-0.064317,0.026212,0.013752,0.013866,-0.120746,-0.092261,-0.035440,0.063892,0.172072,0.028230,-0.047429,0.196387,0.080221,-0.037859,0.048498,0.015846,-0.066316,-0.118636,-0.124923,-0.005527,0.090767,-0.141026,0.011234,0.220805,-0.177892,0.220287,0.037673,-0.004752,-0.054056,-0.011834,-0.053134,0.046465,0.112304,-0.157798,0.210504,0.114035,-0.011050,0.110155,0.090382,0.051154,-0.032201,0.023861,-0.079240,-0.115258,0.065813,0.018927,0.078824,0.128642
Quentin Tarantino,1,M,-0.157115,0.131499,0.176221,-0.086035,-0.090673,-0.030695,-0.015150,-0.162394,0.197615,-0.067830,0.164321,-0.085664,-0.247548,0.043507,0.001272,0.186039,-0.097432,-0.206741,-0.119413,-0.121828,0.026710,0.105483,-0.031087,0.053907,-0.208196,-0.217736,-0.048782,-0.080757,0.045533,-0.064734,0.007580,0.112443,-0.149393,0.007654,0.094983,0.172378,-0.031787,-0.113984,0.186242,-0.037316,-0.247717,0.013417,0.186270,0.224450,0.236048,0.007496,0.031075,-0.147653,0.123388,-0.309020,0.025461,0.111293,0.067585,0.191173,0.079362,-0.273413,0.062430,0.072023,-0.283720,0.037271,0.110501,-0.190535,-0.008154,-0.007086,0.227736,0.154012,-0.096810,-0.162139,0.157912,-0.232464,-0.061699,0.164490,-0.065739,-0.105272,-0.276740,-0.012731,0.372104,0.116607,-0.184857,0.074803,-0.045302,0.013561,0.024279,0.063793,-0.051298,-0.040556,-0.089297,-0.032358,0.325561,-0.057899,0.066868,0.228178,0.100873,-0.073107,0.030375,0.100699,-0.130489,-0.078167,-0.131132,-0.066824,-0.089229,-0.015762,0.026933,0.054310,-0.279080,0.230876,0.008775,-0.114200,-0.120879,-0.061414,0.028328,0.023011,0.177076,-0.304091,0.189154,0.158229,0.021210,0.204305,0.006444,0.114275,-0.008645,-0.020176,-0.010667,-0.103890,0.053134,-0.036810,0.045905,0.096579
Quentin Tarantino,1,M,-0.191708,0.127595,0.141707,-0.123232,-0.116130,-0.070358,-0.043240,-0.162487,0.167342,-0.077255,0.196908,-0.020710,-0.329902,0.063368,-0.091669,0.193216,-0.178150,-0.220785,-0.105854,-0.055146,0.002402,0.113773,-0.042723,0.142820,-0.083908,-0.235293,-0.056300,-0.062401,0.030438,-0.034852,-0.024936,0.037571,-0.168990,0.020450,0.114868,0.173135,-0.050372,-0.121600,0.226197,0.042856,-0.230634,-0.049885,0.153700,0.269716,0.215002,0.023195,0.023006,-0.104592,0.180830,-0.294813,0.076376,0.195068,0.190741,0.099417,0.129997,-0.387394,0.041430,0.115067,-0.181429,0.068036,0.065687,-0.132388,0.006793,-0.038817,0.204055,0.114998,-0.120177,-0.183591,0.271355,-0.187812,-0.044698,0.138044,-0.130539,-0.097083,-0.218361,-0.046587,0.369607,0.084924,-0.167279,0.041367,-0.052554,-0.023919,-0.070655,0.080304,-0.098640,-0.028191,-0.168737,-0.056015,0.240142,-0.011124,0.093538,0.243192,0.039176,-0.069422,0.056405,0.046376,-0.181976,-0.040421,-0.095312,-0.059381,-0.072882,-0.111134,0.003246,0.094970,-0.255054,0.112715,-0.032262,-0.030571,-0.104501,-0.007909,-0.048605,-0.039612,0.184415,-0.243475,0.227508,0.141605,-0.005833,0.130831,0.009360,0.119494,-0.000778,-0.037792,-0.086173,-0.134120,-0.007702,-0.095241,0.000329,0.086993
Quentin Tarantino,1,M,-0.225666,0.068489,0.114724,-0.108551,-0.153761,-0.088246,-0.036878,-0.162428,0.178548,-0.052106,0.178860,-0.074662,-0.257851,0.009794,-0.121861,0.242281,-0.162730,-0.184260,-0.127532,-0.122345,-0.009452,0.052957,-0.012561,0.065962,-0.121839,-0.213032,-0.083992,-0.057192,0.086037,-0.069817,0.006391,0.164567,-0.197003,0.002654,0.078885,0.186101,-0.016318,-0.098191,0.281636,0.015133,-0.206753,-0.005472,0.152311,0.224392,0.220362,-0.006965,0.051424,-0.071061,0.165608,-0.256032,-0.023337,0.205971,0.135784,0.117255,0.089366,-0.274184,0.057109,0.156085,-0.205144,0.013586,0.083934,-0.197382,-0.019166,-0.030439,0.209563,0.134270,-0.081204,-0.164084,0.308440,-0.125818,-0.015679,0.123579,-0.121849,-0.077032,-0.246725,-0.019858,0.363757,0.090116,-0.149423,0.074723,-0.054119,-0.043947,-0.061247,0.047178,-0.094607,-0.039513,-0.140231,-0.033571,0.245176,-0.024455,0.114951,0.162098,0.090014,-0.057946,-0.002701,0.045199,-0.163595,-0.074556,-0.092662,-0.038730,-0.073654,-0.068261,0.022715,0.065452,-0.177655,0.151928,-0.033471,-0.084660,-0.236452,-0.055221,0.050759,0.074024,0.145253,-0.229390,0.251944,0.139955,-0.065175,0.158549,0.027721,0.130558,-0.038493,-0.026281,-0.022722,-0.177420,0.015986,-0.065792,0.053336,0.104537
Quentin Tarantino,1,M,-0.177565,0.086459,0.123738,-0.103414,-0.105418,-0.072711,-0.023110,-0.139067,0.192254,-0.041097,0.180804,-0.099140,-0.264744,0.028917,-0.064035,0.205255,-0.146721,-0.166242,-0.071981,-0.109673,0.022390,0.063663,-0.051372,0.096147,-0.134904,-0.208586,-0.092466,-0.065825,0.033648,-0.076569,0.003897,0.164365,-0.180598,-0.013690,0.099473,0.147255,-0.004201,-0.070976,0.276731,-0.001406,-0.189535,-0.035165,0.200902,0.265778,0.188550,0.061073,0.011490,-0.057823,0.173807,-0.282264,-0.016981,0.184292,0.136811,0.141102,0.040457,-0.311271,0.057887,0.114881,-0.223455,0.079352,0.099037,-0.237148,-0.021640,-0.032642,0.285407,0.118975,-0.116559,-0.144468,0.224855,-0.163360,-0.023070,0.129295,-0.114771,-0.097179,-0.237971,-0.025986,0.336429,0.073321,-0.179369,0.063272,-0.066266,-0.011791,-0.020334,0.067626,-0.076006,-0.027832,-0.120956,-0.061516,0.305506,-0.039782,0.127362,0.224346,0.065238,-0.024543,-0.019564,0.029202,-0.138419,-0.077685,-0.093764,-0.012570,-0.084833,-0.085485,0.027059,0.075491,-0.275642,0.165691,-0.017620,-0.065299,-0.176772,-0.043297,0.005184,0.026076,0.181468,-0.275366,0.222968,0.145588,-0.028270,0.172872,0.004126,0.153194,-0.030552,-0.033087,-0.047576,-0.128326,0.058677,-0.081174,0.046339,0.077638
Quentin Tarantino,1,M,-0.113894,0.125343,0.044844,-0.117451,-0.157622,0.040868,-0.025576,-0.006398,0.085314,0.092790,0.241285,0.047457,-0.166427,-0.096522,0.048719,0.090543,-0.088357,-0.121879,-0.091412,-0.104412,-0.041589,0.045571,0.001773,0.054761,-0.111749,-0.268102,-0.030585,-0.130375,0.095504,-0.189182,0.000820,0.011762,-0.193350,-0.052773,0.033834,0.068671,-0.119741,-0.112412,0.186116,-0.023877,-0.124639,0.092314,0.111216,0.271731,0.233426,-0.007628,0.060976,-0.016840,0.126945,-0.193771,0.098736,0.146087,0.134702,0.084423,0.040309,-0.166230,0.026446,0.085656,-0.217576,0.070320,0.052314,-0.051063,-0.084850,-0.113231,0.231077,0.158134,-0.085821,-0.215310,0.104044,-0.125290,-0.076302,0.112325,-0.142390,-0.088158,-0.179414,0.096266,0.325523,0.101191,-0.197352,0.057420,-0.119776,-0.017802,-0.052319,-0.006100,-0.091788,-0.063487,-0.092519,0.003755,0.216314,-0.008902,0.005824,0.144350,0.053468,-0.019465,0.053717,0.043682,-0.102376,0.003867,-0.036592,-0.021166,-0.016211,-0.192479,0.024608,0.071137,-0.235020,0.236738,0.026700,0.047918,-0.009843,0.030915,-0.018421,0.003905,0.156612,-0.301873,0.319902,0.126171,0.044258,0.121720,0.053855,0.125592,-0.049567,0.023239,-0.088561,-0.075760,-0.010623,-0.049453,0.058241,0.113011
Quentin Tarantino,1,M,-0.200905,0.113759,0.136531,-0.097134,-0.110598,-0.085090,-0.033536,-0.144240,0.184903,-0.027802,0.175669,-0.078214,-0.228765,0.041456,-0.069384,0.207312,-0.126211,-0.112180,-0.136963,-0.127417,0.003976,0.100977,-0.000587,0.073014,-0.107893,-0.259505,-0.107265,-0.018005,0.036690,-0.027514,0.038207,0.204701,-0.165683,-0.016740,0.098397,0.158231,-0.019158,-0.054477,0.230785,-0.010108,-0.210031,0.003838,0.235080,0.272899,0.256706,0.043806,0.022797,-0.094575,0.133192,-0.308005,-0.007439,0.146701,0.094129,0.137747,0.094064,-0.258559,0.059225,0.072821,-0.225700,0.006753,0.092306,-0.209943,-0.062658,-0.056971,0.253327,0.173641,-0.099809,-0.173038,0.212156,-0.210443,-0.011002,0.177644,-0.087632,-0.093951,-0.283059,-0.016272,0.395860,0.113914,-0.148198,0.087672,-0.062344,-0.018642,-0.010299,0.057563,-0.108729,-0.020882,-0.093567,-0.026171,0.285293,-0.033523,0.077054,0.250750,0.118299,-0.032126,0.009857,0.053532,-0.109820,-0.099247,-0.156515,-0.037243,-0.063291,-0.059620,0.037759,0.045642,-0.271755,0.204662,-0.007362,-0.067674,-0.129805,-0.050046,0.015478,0.041782,0.187004,-0.289819,0.172350,0.124989,-0.036662,0.190334,0.025668,0.165149,-0.044126,-0.035402,0.000137,-0.103885,0.056369,-0.080551,0.045201,0.091020
Neil Patrick Harris,3,M,-0.105461,0.042303,0.069244,-0.125057,-0.109642,-0.107813,0.006134,-0.036084,0.101517,0.017414,0.315671,0.061725,-0.263295,-0.192343,-0.034088,0.187274,-0.126235,-0.122424,-0.118609,-0.056412,0.027803,-0.003809,0.003921,0.022894,-0.061032,-0.322659,-0.073822,-0.075750,0.044893,-0.159767,0.042460,0.133563,-0.149860,-0.099230,0.041807,0.115120,-0.130499,-0.104956,0.178922,0.038717,-0.167736,-0.000268,0.022526,0.314640,0.258236,-0.022167,0.129420,-0.019490,0.098312,-0.262054,0.073928,0.124029,0.172897,0.091407,0.061072,-0.173800,0.044526,0.222524,-0.306697,0.045573,0.068055,-0.113769,-0.122716,-0.109636,0.169104,0.139985,-0.198708,-0.156231,0.170687,-0.146357,-0.067122,0.091206,-0.206496,-0.172373,-0.319301,0.065371,0.321117,0.166260,-0.144429,-0.031762,-0.022674,0.042846,-0.030244,0.052062,-0.101937,0.005078,-0.083421,0.012452,0.069737,0.046916,-0.098169,0.183834,-0.006691,0.014934,0.012930,0.030344,-0.010002,-0.015508,-0.085009,-0.004256,-0.020668,-0.170068,0.010632,0.059909,-0.076319,0.201683,-0.027655,0.125252,-0.087420,-0.076343,-0.068917,0.051930,0.134765,-0.252230,0.280966,0.244219,0.086857,0.082492,0.102900,0.002825,-0.037014,-0.104957,-0.165782,-0.034185,0.030084,-0.062491,0.134924,0.027037
Illeana Douglas,0,F,-0.033815,0.055386,0.056603,-0.136464,-0.063712,-0.003347,-0.051738,-0.077613,0.267072,-0.058033,0.044786,-0.033027,-0.229859,0.128174,-0.059975,0.105756,-0.223733,-0.188274,-0.084931,-0.070701,0.039345,0.102189,0.064417,0.112151,-0.096274,-0.373597,-0.065551,-0.092588,0.123223,-0.000375,0.032409,0.035325,-0.253954,-0.024561,0.091733,0.138845,-0.021988,-0.135101,0.162579,0.035481,-0.251277,-0.046524,0.084427,0.236610,0.222623,0.042943,0.004737,-0.094427,0.181823,-0.262845,-0.025818,0.124119,0.118611,0.108426,0.115115,-0.305665,0.056696,0.104313,-0.134069,0.026092,-0.078119,-0.055480,0.068497,-0.061891,0.241485,-0.001173,-0.114890,-0.136160,0.187112,-0.148565,0.049236,0.168851,-0.114558,-0.111916,-0.216529,-0.070615,0.450294,0.041553,-0.143254,0.075903,-0.066367,0.027388,-0.053734,0.168947,-0.091936,0.101257,-0.084660,0.013152,0.203496,-0.078621,0.004351,0.201262,-0.038830,0.105284,0.029528,0.082124,-0.198241,0.023377,-0.159999,-0.058081,-0.001130,0.028501,0.010186,0.117899,-0.212690,0.111456,-0.000193,-0.073192,-0.011472,0.048051,0.008362,-0.099959,0.169808,-0.328268,0.142356,0.228113,-0.048060,0.193363,-0.061177,0.061830,-0.000939,0.024562,-0.140282,-0.037762,0.003311,-0.033845,-0.081306,-0.006099
